Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,6800
14,9432.T 8035.T 4502.T 4519.T 2914.T 3382.T 4503.T MSFT WMT CVX HD MRK KO CSCO ,0.28520461542436281732,17549.14790308065130375326,5005.09797872338003799086,271706
15,8035.T 8058.T 4502.T 4519.T 2914.T 3382.T 4503.T MSFT UNH WMT CVX HD MRK KO CSCO ,0.33403069867218654343,18679.38457178095995914191,6239.48787927845660306048,254631
14,8035.T 8058.T 4502.T 4519.T 2914.T 3382.T 4503.T MSFT WMT CVX HD MRK CSCO AMGN ,0.35586237975815787626,19190.33019803595743724145,6829.11657261791697237641,255305
14,9432.T 8035.T 4502.T 4519.T 2914.T 3382.T 4503.T MSFT WMT CVX HD MRK CSCO AMGN ,0.38025663689691685532,19499.29447213134699268267,7414.73613783530799992150,280514
14,8035.T 8058.T 4519.T 2914.T 3382.T 4503.T MSFT UNH WMT CVX HD MRK KO CSCO ,0.38123279544399146790,19607.76876962227834155783,7475.12450046249432489276,264405
14,9432.T 8035.T 4502.T 4519.T 2914.T 3382.T MSFT UNH WMT CVX HD MRK KO CSCO ,0.38724138683997372246,20519.27001659030793234706,7945.91057816832199023338,289531
16,9432.T 8035.T 4502.T 4519.T 2914.T 3382.T 4503.T MSFT UNH WMT CVX HD MRK KO CSCO AXP ,0.41572174289949404002,20741.45268016218324191868,8622.67285846440427121706,288696
23,9432.T 8306.T 8035.T 8316.T 8001.T 4502.T 4519.T 7267.T 2914.T 4503.T 6702.T MSFT UNH WMT CVX HD KO CSCO MCD VZ HON DD WBA ,0.42266932194437784043,20930.46460945431317668408,8846.66528445885160181206,131722
24,9432.T 8306.T 8035.T 8316.T 8001.T 4502.T 4519.T 7267.T 2914.T 3382.T 4503.T 6702.T MSFT UNH WMT JPM CVX KO CSCO MCD VZ HON DD WBA ,0.42668090136440550708,20985.68992287060609669425,8954.19309204435194260441,134376
23,9432.T 8306.T 8035.T 8316.T 8001.T 4502.T 4519.T 7267.T 2914.T 4503.T 6702.T MSFT UNH WMT JPM CVX KO CSCO MCD VZ HON DD WBA ,0.46047567756011420492,21138.17347339319530874491,9733.61475254396464151796,132742
22,9432.T 8306.T 8035.T 8001.T 4502.T 4519.T 7267.T 2914.T 4503.T 6702.T MSFT UNH WMT JPM CVX KO CSCO MCD VZ HON DD WBA ,0.45880031182271863166,21322.94967475885641761124,9782.97595975950025604106,137903
23,8306.T 8035.T 8316.T 8001.T 4502.T 4519.T 7267.T 2914.T 3382.T 4503.T 6702.T MSFT UNH WMT JPM CVX KO CSCO MCD VZ HON DD WBA ,0.46986178233052899866,21638.21817879297304898500,10166.97175994451936276164,161081
23,9432.T 8306.T 8035.T 8001.T 4502.T 4519.T 7267.T 3382.T 8411.T 4503.T 6702.T MSFT UNH WMT CVX HD KO CSCO MCD VZ HON AXP WBA ,0.53712232075043253587,21671.13856806000330834650,11640.05224098059443349484,193684
21,9432.T 8306.T 8035.T 8316.T 4502.T 4519.T 7267.T 3382.T 4503.T MSFT UNH WMT CVX CSCO MCD VZ HON IBM CRM DD WBA ,0.55791863463950064350,21984.34461241385361063294,12265.47552960219945816789,249321
21,9432.T 8306.T 8035.T 8316.T 8001.T 4502.T 4519.T 7267.T 3382.T MSFT UNH WMT CVX CSCO MCD VZ HON IBM CRM MMM WBA ,0.62989917086280466929,22335.89212228302130824886,14069.35992830712530121673,259210
21,9432.T 8306.T 8035.T 8316.T 4502.T 4519.T 7267.T 3382.T 4503.T MSFT UNH WMT CVX CSCO MCD VZ HON IBM CRM MMM WBA ,0.71420712857776746940,22392.15212785665426054038,15992.63467391304584452882,235521
22,9432.T 8306.T 8035.T 8058.T 8316.T 4502.T 4519.T 7267.T 3382.T 4503.T MSFT UNH WMT CVX CSCO MCD VZ IBM CRM AXP MMM WBA ,0.69341519386402539205,23167.19746710925028310157,16064.48672294171774410643,234645
23,9432.T 8306.T 8035.T 8316.T 4502.T 4519.T 7267.T 3382.T 4503.T MSFT UNH WMT JPM CVX MRK CSCO MCD VZ HON IBM CRM MMM WBA ,0.71101013924979594716,23248.98775980301434174180,16530.26602451434155227616,245625
20,8306.T 8035.T 8058.T 8316.T 4502.T 4519.T 7267.T 4503.T MSFT UNH WMT CVX CSCO MCD VZ HON IBM CRM MMM WBA ,0.72885220544424622613,23254.73027788318358943798,16949.26145004624777357094,286465
20,8306.T 8035.T 4502.T 4519.T 7267.T 3382.T 4503.T 6702.T MSFT UNH WMT CVX HD MCD VZ IBM CRM AXP DD WBA ,0.72836486766094687972,23310.45675540763113531284,16978.51774976870365208015,67252
21,8306.T 8035.T 8316.T 4502.T 4519.T 7267.T 3382.T 4503.T MSFT UNH WMT CVX CSCO MCD VZ HON IBM CRM MMM TRV WBA ,0.73518104790523508552,23564.50003279691372881643,17324.17382747458032099530,287939
20,9432.T 8306.T 8035.T 8316.T 4502.T 4519.T 7267.T 4503.T MSFT UNH WMT CVX CSCO MCD VZ HON IBM CRM MMM WBA ,0.73672477451067153176,23564.72269185494951670989,17360.71501156334124971181,237818
22,9432.T 8306.T 8035.T 4502.T 4519.T 7267.T 3382.T 4503.T 6702.T MSFT UNH WMT CVX HD CSCO MCD VZ IBM CRM AXP MMM WBA ,0.78186247886934689966,23690.76763620480414829217,18522.92231036078737815842,65609
21,9432.T 8306.T 8035.T 8316.T 4502.T 4519.T 7267.T 3382.T 4503.T MSFT UNH WMT JPM CVX CSCO MCD VZ IBM CRM MMM WBA ,0.80100552364322408216,23711.87882340474970987998,18993.34591350599657744169,235874
20,8306.T 8035.T 4502.T 4519.T 7267.T 3382.T 4503.T 6702.T MSFT UNH WMT JPM CVX HD MCD VZ IBM CRM AXP WBA ,0.81659895265111048790,23890.88264757287470274605,19509.26974791859902325086,65709
22,8306.T 8035.T 8316.T 4502.T 4519.T 7267.T 3382.T 4503.T 6702.T MSFT UNH WMT CVX HD CSCO MCD VZ IBM CRM AXP MMM WBA ,0.83007256261297590605,23970.00892254451900953427,19896.84673219242540653795,96209
20,8306.T 8035.T 4502.T 4519.T 7267.T 3382.T 4503.T 6702.T MSFT UNH WMT CVX HD MCD VZ IBM CRM AXP MMM WBA ,0.86178903242282212105,24243.36612992231675889343,20892.66703977797078550793,64601
20,8306.T 8035.T 4502.T 4519.T 7267.T 3382.T 4503.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.87942063168375728122,24916.57116990575013915077,21912.14675763181003276259,64986
19,8306.T 8035.T 4502.T 4519.T 7267.T 4503.T 6702.T MSFT UNH WMT CVX HD MCD VZ IBM CRM AXP MMM WBA ,0.89955958314045303403,25085.15082242524658795446,22565.58781683624692959711,68449
20,8306.T 8035.T 8316.T 4502.T 4519.T 7267.T 3382.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.88265689056278684443,25879.51667106898094061762,22842.73371415354995406233,38980
19,8306.T 8035.T 8316.T 4502.T 4519.T 4503.T 6702.T MSFT UNH WMT CVX HD MCD VZ IBM CRM AXP MMM WBA ,0.92607523651598522285,25897.68658100052198278718,23983.20622571691637858748,67009
19,9432.T 8306.T 8035.T 8316.T 4502.T 4519.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.93344148227726131406,26187.46416300964847323485,24444.46536540238594170660,73485
19,8306.T 8035.T 8316.T 4502.T 4519.T 4503.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.95039340044904230265,26364.03769333191667101346,25056.20743293244595406577,63738
18,9432.T 8306.T 8035.T 4502.T 4519.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.93880922711630132582,26911.56227868953646975569,25264.82298334873121348210,23434
18,8306.T 8035.T 4502.T 4519.T 4503.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.95805443999372374986,27043.44875903550200746395,25909.09615633672001422383,62450
17,8306.T 8035.T 8316.T 4502.T 4519.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM MMM WBA ,0.96847039482461017013,27311.76394177571637555957,26450.63480804807841195725,75150
18,8306.T 8035.T 8316.T 4502.T 4519.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.97382762874730854907,27669.71151352827655500732,26945.52955134134390391409,63777
18,8306.T 8035.T 4502.T 4519.T 8411.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.98305827531233147543,28516.76207281696770223789,28033.63894079555393545888,18804
17,8306.T 8035.T 4502.T 4519.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.95046463883289200592,29527.33004065810746396892,28064.68308279371194657870,21927
18,8306.T 8035.T 4502.T 4519.T 8411.T 4503.T 6702.T MSFT UNH WMT JPM CVX MCD IBM CRM AXP MMM WBA ,0.94899102676257740541,29651.70987587216950487345,28139.20660036998742725700,10585
16,8306.T 8035.T 4519.T 8411.T 6702.T MSFT UNH WMT CVX MCD VZ IBM CRM AXP MMM WBA ,0.97372284331709824112,29704.26495176246680784971,28923.72132747457726509310,25801
19,8306.T 8035.T 6367.T 4502.T 4519.T 8411.T 6702.T MSFT UNH WMT JPM CVX MCD AMGN IBM CRM AXP MMM WBA ,0.96085258529097383740,30218.12209994263321277685,29035.16074236818894860335,3750
18,8306.T 8035.T 8316.T 4519.T 8411.T 6702.T MSFT UNH WMT JPM CVX MCD VZ IBM CRM AXP MMM WBA ,0.95877465139874695765,30411.61489746023289626464,29157.88547178537555737421,25348
