Number of Stock in Portfolio,Portfolio,TrendRatio,DailyRisk,ExpectedReturn,Number of Computations
0,,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8333
13,9432.T 8306.T 8058.T 2914.T MSFT UNH JNJ WMT MRK KO MCD IBM AXP ,1.50082958892882878388,19272.30731526543968357146,28924.44906567988800816238,287147
12,9432.T 8306.T 8058.T 2914.T MSFT UNH JNJ MRK KO MCD IBM AXP ,1.46786223611921329280,20215.58482948562232195400,29673.69355226640982436948,287596
12,9432.T 8306.T 8058.T 2914.T MSFT UNH JNJ WMT MRK MCD IBM AXP ,1.49804371181490303400,20425.52991915291931945831,30598.33665587419454823248,288682
13,9432.T 8306.T 8058.T 2914.T MSFT UNH WMT MRK KO MCD AMGN IBM AXP ,1.49492809189780540002,20951.97419406305198208429,31321.69480342273891437799,291296
17,9432.T 8306.T 8058.T 2914.T 5108.T 7733.T MSFT UNH JNJ V WMT JPM MRK KO VZ IBM AXP ,1.50547719915860178652,21289.05508598992309998721,32050.18702358929658657871,98020
15,9432.T 8306.T 8058.T 2914.T 7733.T MSFT UNH JNJ V WMT JPM MRK VZ IBM AXP ,1.52095292029585649196,21613.06583241424596053548,32872.45559435704490169883,97771
15,9432.T 8306.T 8058.T 2914.T 5108.T 7733.T MSFT UNH JNJ WMT JPM MRK VZ IBM AXP ,1.55633087931604885412,22026.67106166928351740353,34280.78834181312413420528,189516
14,9432.T 8306.T 8058.T 2914.T 7733.T MSFT UNH JNJ V WMT MRK VZ IBM AXP ,1.55711843253877546545,22432.73467397550484747626,34930.42465309897670522332,97078
16,9432.T 8306.T 8058.T 2914.T 5108.T 7733.T MSFT UNH V WMT MRK KO VZ AMGN IBM AXP ,1.53646212109285928982,23270.84195218859895248897,35754.76718547639029566199,69511
14,9432.T 8306.T 8058.T 2914.T 7733.T MSFT UNH V WMT MRK VZ AMGN IBM AXP ,1.59337731326679921118,23318.98840361818656674586,37155.94709065679489867762,69913
15,9432.T 8306.T 8058.T 2914.T 5108.T 7733.T MSFT UNH V WMT MRK VZ AMGN IBM AXP ,1.59800918327579566380,23494.18754412851194501854,37543.92744912117632338777,68816
14,9432.T 8306.T 8058.T 2914.T 5108.T 7733.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.61833462975652686566,23889.49652672743468428962,38661.19951665127882733941,68238
15,8306.T 6501.T 8058.T 2914.T 5108.T 7733.T MSFT UNH V WMT MRK VZ AMGN IBM AXP ,1.54800121395336631736,25021.15391806939442176372,38732.77663968544948147610,160672
15,8306.T 8058.T 8031.T 2914.T 5108.T 7733.T MSFT UNH V WMT MRK VZ AMGN IBM AXP ,1.54223572335586323057,25220.19929083808892755769,38895.49229648470645770431,137335
15,9432.T 8306.T 8058.T 8316.T 2914.T 5108.T 7733.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.55444704320181203983,25290.00155109734259895049,39311.96813367250433657318,69616
13,9432.T 8306.T 8058.T 5108.T 7733.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.54334823985037128402,25557.47294718831835780293,39444.08088806657178793103,69648
14,8306.T 6501.T 8058.T 2914.T 5108.T 7733.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.55894402247080687829,25622.23821570454674656503,39943.63510869567835470662,72586
14,9432.T 8306.T 8058.T 7267.T 5108.T 7733.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.57234454534466339126,25761.91229121063224738464,40506.60226873267674818635,143434
14,9432.T 8306.T 8058.T 8001.T 2914.T 5108.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.57247126840729500863,26265.32251581060700118542,41301.46501156339218141511,69052
15,9432.T 8306.T 8058.T 8001.T 6902.T 2914.T 5108.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.50296111794527620376,27819.08241813925633323379,41810.99921137835190165788,154383
14,8306.T 8058.T 8031.T 7267.T 5108.T 7733.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.49666684441386910187,28033.12680625414213864133,41956.25143617023422848433,135137
15,9432.T 8306.T 8058.T 8001.T 7267.T 2914.T 5108.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.49591868132475092068,28192.12829357709415489808,42173.13138066604733467102,153047
14,9432.T 8306.T 8058.T 8001.T 6902.T 5108.T MSFT UNH WMT MRK VZ AMGN IBM AXP ,1.49295645982339730828,28634.87567836776361218654,42750.62262025904055917636,199344
